,Player,matches,innings,No,Runs,HS,Average,BF,SR,100,50,4,6,season
1659,Yuzvendra Chahal,15,2,2,10,8,0.0,27,37.03,0,0,0,0,2021
1660,Ajinkya Rahane,2,1,0,8,8,8.0,8,100.0,0,0,1,0,2021
1661,Sandeep Sharma,7,2,1,8,8,8.0,7,114.28,0,0,1,0,2021
1662,Mustafizur Rahman,14,5,5,8,8,0.0,14,57.14,0,0,0,1,2021
1663,Siddarth Kaul,8,2,2,8,7,0.0,8,100.0,0,0,1,0,2021
1664,Sachin Baby,1,1,0,7,7,7.0,17,41.17,0,0,0,0,2021
1665,Shreyas Gopal,3,2,1,7,7,7.0,5,140.0,0,0,0,1,2021
1666,Daniel Sams,2,2,1,6,3,6.0,6,100.0,0,0,0,0,2021
1667,Fabian Allen,4,3,2,6,6,6.0,12,50.0,0,0,0,0,2021
1668,Avesh Khan,16,1,1,5,5,0.0,3,166.66,0,0,1,0,2021
1669,Shardul Thakur,16,4,2,5,3,2.5,5,100.0,0,0,0,0,2021
1670,Harbhajan Singh,3,2,2,4,2,0.0,4,100.0,0,0,0,0,2021
1671,Nathan Coulter-Nile,5,2,0,4,3,2.0,5,80.0,0,0,0,0,2021
1672,Tim Southee,3,1,0,3,3,3.0,5,60.0,0,0,0,0,2021
1673,Navdeep Saini,2,1,0,2,2,2.0,4,50.0,0,0,0,0,2021
1674,Tabraiz Shamsi,1,1,1,2,2,0.0,4,50.0,0,0,0,0,2021
1675,Kartik Tyagi,4,2,1,2,1,2.0,4,50.0,0,0,0,0,2021
1676,Tim Seifert,1,1,0,2,2,2.0,4,50.0,0,0,0,0,2021
